truck_type,departure_date,from_city,to_city,capacity,distance_km,season,price,demand
Trailer trucks,2024-02-18,Patna,Visakhapatnam,50,897.75,0,21068.62,1489.68
Heavy Commercial Vehicles,2023-12-27,Raipur,Amritsar,30,1332.4,0,18309.07,1036.87
Trailer trucks,2023-04-01,Vijayawada,Dhanbad,50,1007.96,1,22695.49,1612.38
Heavy Commercial Vehicles,2024-06-21,Allahabad,Jaipur,30,627.34,2,15801.39,1467.83
Container trucks,2025-02-12,Visakhapatnam,Chennai,40,599.69,0,15820.99,1447.29
Container trucks,2023-10-28,Kolhapur,Gwalior,40,1129.48,3,20796.4,1378.74
Container trucks,2025-10-13,Vellore,Ludhiana,40,2019.62,3,28329.65,1272.42
Light Commercial Vehicles,2024-11-04,Agra,Nanded,10,893.0,3,9740.52,1018.12
Container trucks,2025-03-22,Coimbatore,Vellore,40,316.8,1,14918.72,1616.54
Medium Commercial Vehicles,2024-05-13,Gwalior,Raipur,20,652.68,1,11446.87,1250.99
Medium Commercial Vehicles,2023-10-26,Mumbai,Amritsar,20,1405.5,3,17392.05,1163.64
Heavy Commercial Vehicles,2024-02-16,Ahmedabad,Vadodara,30,101.01,0,9555.4,1316.42
Medium Commercial Vehicles,2025-09-07,Vellore,Meerut,20,1785.19,3,19850.56,1053.6
Light Commercial Vehicles,2024-01-29,Vijayawada,Udaipur,10,1149.72,0,11513.74,795.88
Light Commercial Vehicles,2023-06-17,Mumbai,Vadodara,10,359.13,2,6344.68,1325.69
Light Commercial Vehicles,2023-03-31,Surat,Guwahati,10,2003.54,1,18681.56,780.94
Light Commercial Vehicles,2023-10-29,Surat,Jabalpur,10,770.71,3,9093.39,1073.54
Trailer trucks,2024-09-19,Pune,Mangalore,50,629.54,3,19672.24,1692.29
Container trucks,2025-01-30,Kanpur,Mangalore,40,1604.04,0,24008.45,1112.79
Light Commercial Vehicles,2025-04-11,Indore,Gwalior,10,453.56,1,6585.32,1084.26
Medium Commercial Vehicles,2025-11-11,Solapur,Jhansi,20,905.3,3,12897.17,1084.63
Light Commercial Vehicles,2025-10-21,Mangalore,Guwahati,10,2293.93,3,20864.84,705.72
Heavy Commercial Vehicles,2024-03-22,Jamshedpur,Guwahati,30,671.81,1,14137.72,1450.19
Trailer trucks,2023-06-03,Raipur,Tiruchirappalli,50,1199.05,2,27186.27,1652.58
Medium Commercial Vehicles,2023-01-17,Solapur,Jodhpur,20,995.4,0,13073.87,1009.4
Light Commercial Vehicles,2023-02-17,Delhi,Rajkot,10,950.28,0,9603.63,941.17
Container trucks,2025-02-08,Bhavnagar,Amritsar,40,1126.42,0,19782.97,1302.86
Trailer trucks,2025-09-24,Madurai,Jhansi,50,1718.8,3,28868.43,1421.48
Medium Commercial Vehicles,2025-02-15,Ludhiana,Rajkot,20,1076.93,0,13937.8,924.27
Trailer trucks,2025-04-30,Vijayawada,Jaipur,50,1256.83,1,24605.86,1558.0
Heavy Commercial Vehicles,2023-12-25,Visakhapatnam,Pune,30,995.05,0,16365.83,1072.38
Light Commercial Vehicles,2023-09-02,Mangalore,Ludhiana,10,1994.33,3,18886.36,758.47
Medium Commercial Vehicles,2025-07-23,Dhanbad,Udaipur,20,1294.65,2,18130.6,1157.3
Light Commercial Vehicles,2025-11-25,Raipur,Madurai,10,1308.42,3,13049.67,912.15
Light Commercial Vehicles,2023-10-24,Delhi,Jodhpur,10,490.32,3,7331.61,1195.75
Container trucks,2023-10-04,Jhansi,Nagpur,40,479.46,3,15663.44,1616.9
Container trucks,2024-03-07,Vadodara,Dhanbad,40,1367.27,1,22570.22,1451.33
Trailer trucks,2025-10-28,Agra,Guwahati,50,1370.73,3,25747.29,1540.06
Container trucks,2024-02-22,Delhi,Solapur,40,1220.42,0,20428.33,1266.17
Heavy Commercial Vehicles,2023-01-09,Kozhikode,Visakhapatnam,30,1071.46,0,16344.82,1099.57
Light Commercial Vehicles,2025-07-11,Nagpur,Thiruvananthapuram,10,1415.58,2,15699.62,1160.02
Medium Commercial Vehicles,2024-05-10,Visakhapatnam,Bhavnagar,20,1244.3,1,15736.68,1073.41
Trailer trucks,2024-09-15,Lucknow,Vijayawada,50,1145.4,3,23846.57,1563.81
Heavy Commercial Vehicles,2023-05-08,Kanpur,Vijayawada,30,1101.51,1,17410.59,1361.71
Heavy Commercial Vehicles,2023-10-29,Visakhapatnam,Vijayawada,30,303.17,3,11124.84,1514.4
Container trucks,2023-11-11,Kanpur,Allahabad,40,188.76,3,13454.6,1659.9
Medium Commercial Vehicles,2025-11-12,Mumbai,Bhavnagar,20,307.13,3,8352.94,1341.18
Light Commercial Vehicles,2025-03-05,Vadodara,Lucknow,10,933.16,1,10609.5,968.36
Trailer trucks,2023-01-22,Lucknow,Nanded,50,930.9,0,21580.85,1496.45
Heavy Commercial Vehicles,2023-08-12,Jabalpur,Agra,30,485.4,2,13743.02,1600.21
Medium Commercial Vehicles,2023-06-25,Rajkot,Lucknow,20,1143.52,2,16347.65,1234.3
Medium Commercial Vehicles,2023-01-11,Chennai,Ludhiana,20,2024.36,0,21365.75,744.36
Heavy Commercial Vehicles,2025-02-25,Madurai,Agra,30,1909.66,0,23028.95,917.26
Container trucks,2024-03-30,Jhansi,Bilaspur,40,521.29,1,16321.2,1631.1
Medium Commercial Vehicles,2023-06-09,Hubli,Bhopal,20,906.4,2,14419.35,1318.84
Medium Commercial Vehicles,2025-02-11,Patna,Hyderabad,20,1140.15,0,14244.66,994.32
Container trucks,2025-09-20,Mangalore,Mumbai,40,713.96,3,18150.47,1598.1
Light Commercial Vehicles,2025-07-17,Patna,Thiruvananthapuram,10,2079.44,2,21278.1,927.98
Medium Commercial Vehicles,2025-08-29,Indore,Bangalore,20,1094.46,2,16136.34,1260.36
Light Commercial Vehicles,2025-12-25,Dehradun,Lucknow,10,478.64,0,6725.57,1014.53
Container trucks,2025-03-11,Vijayawada,Gwalior,40,1105.23,1,20724.51,1383.5
Heavy Commercial Vehicles,2025-09-11,Dehradun,Jodhpur,30,667.37,3,14575.14,1388.56
Medium Commercial Vehicles,2025-04-06,Bangalore,Guwahati,20,2077.03,1,22570.71,986.27
Light Commercial Vehicles,2023-10-17,Agra,Jamshedpur,10,958.27,3,10239.02,1015.15
Container trucks,2023-10-16,Madurai,Allahabad,40,1761.33,3,25686.19,1223.77
Trailer trucks,2023-09-01,Jamshedpur,Chennai,50,1245.6,3,24484.31,1508.96
Trailer trucks,2025-06-10,Kolkata,Hyderabad,50,1182.01,2,26485.8,1779.42
Medium Commercial Vehicles,2023-10-07,Udaipur,Chennai,20,1448.02,3,17261.1,1078.14
Heavy Commercial Vehicles,2024-02-09,Indore,Kolkata,30,1285.21,0,18535.14,1081.43
Medium Commercial Vehicles,2025-11-25,Mangalore,Rajkot,20,1124.55,3,15403.56,1107.26
Light Commercial Vehicles,2024-04-03,Visakhapatnam,Jhansi,10,984.88,1,10479.01,1028.22
Medium Commercial Vehicles,2023-08-25,Bangalore,Meerut,20,1773.02,2,22611.52,1135.2
Heavy Commercial Vehicles,2023-07-26,Rajkot,Agra,30,906.68,2,18091.82,1395.93
Medium Commercial Vehicles,2023-09-23,Jabalpur,Hubli,20,1004.7,3,14160.57,1213.85
Container trucks,2024-02-02,Kanpur,Nanded,40,866.6,0,17935.74,1236.28
Heavy Commercial Vehicles,2025-07-05,Agra,Indore,30,539.34,2,14959.14,1602.58
Trailer trucks,2023-01-07,Agra,Bhopal,50,438.02,0,17360.03,1576.53
Medium Commercial Vehicles,2024-03-23,Ahmedabad,Bangalore,20,1232.73,1,16088.66,1081.13
Container trucks,2025-05-10,Hyderabad,Vadodara,40,778.13,1,18108.94,1578.37
Heavy Commercial Vehicles,2024-02-28,Hyderabad,Guwahati,30,1676.97,0,21286.74,1094.27
Container trucks,2025-03-19,Kozhikode,Rajkot,40,1332.18,1,22638.96,1366.17
Heavy Commercial Vehicles,2023-08-20,Vijayawada,Vellore,30,429.4,2,13965.73,1537.52
Medium Commercial Vehicles,2025-07-03,Jhansi,Jamshedpur,20,829.27,2,14125.22,1318.92
Trailer trucks,2023-11-29,Jabalpur,Gwalior,50,382.69,3,17741.31,1699.19
Medium Commercial Vehicles,2024-06-08,Indore,Delhi,20,666.92,2,12245.67,1308.91
Medium Commercial Vehicles,2024-01-12,Jamshedpur,Guwahati,20,671.81,0,11234.99,1036.87
Container trucks,2024-12-13,Dehradun,Jamshedpur,40,1163.45,0,20374.41,1182.16
Light Commercial Vehicles,2023-02-13,Nagpur,Delhi,10,848.72,0,9347.8,895.86
Container trucks,2025-06-30,Jodhpur,Raipur,40,1036.25,2,22379.78,1566.69
Medium Commercial Vehicles,2025-06-27,Hyderabad,Coimbatore,20,723.69,2,12547.93,1308.4
Light Commercial Vehicles,2024-04-22,Hyderabad,Bhopal,10,659.99,1,8677.81,1167.95
Container trucks,2024-01-12,Tiruchirappalli,Kolhapur,40,812.87,0,17621.14,1367.45
Heavy Commercial Vehicles,2024-02-17,Guwahati,Dehradun,30,1421.11,0,19045.78,1096.6
Container trucks,2024-12-09,Udaipur,Lucknow,40,767.8,0,17528.74,1263.06
Heavy Commercial Vehicles,2024-06-10,Mumbai,Madurai,30,1159.16,2,20595.36,1412.02
Heavy Commercial Vehicles,2025-10-16,Madurai,Nagpur,30,1245.96,3,18598.1,1221.71
Heavy Commercial Vehicles,2023-04-25,Jaipur,Bhavnagar,30,679.03,1,14561.07,1419.76
Trailer trucks,2025-07-17,Kozhikode,Jhansi,50,1597.85,2,30574.8,1615.66
Light Commercial Vehicles,2023-09-30,Patna,Surat,10,1349.34,3,13389.2,886.55
Container trucks,2023-08-06,Vadodara,Kolkata,40,1562.52,2,26643.29,1459.19
Light Commercial Vehicles,2023-11-12,Indore,Warangal,10,653.9,3,7806.16,1163.99
Light Commercial Vehicles,2025-03-21,Amritsar,Raipur,10,1332.4,1,13720.47,894.85
Container trucks,2025-03-25,Ranchi,Jaipur,40,1038.03,1,19905.51,1380.98
Trailer trucks,2023-10-16,Surat,Dehradun,50,1139.32,3,24343.83,1616.0
Medium Commercial Vehicles,2023-03-07,Delhi,Dehradun,20,204.92,1,7776.63,1227.46
Light Commercial Vehicles,2023-04-02,Vadodara,Mumbai,10,359.13,1,5993.94,1142.01
Medium Commercial Vehicles,2023-12-28,Meerut,Raipur,20,943.39,0,12548.8,1027.8
Heavy Commercial Vehicles,2024-02-14,Rajkot,Visakhapatnam,30,1395.55,0,18995.45,1133.65
Container trucks,2024-04-27,Jodhpur,Bhavnagar,40,503.46,1,16310.27,1484.63
Light Commercial Vehicles,2024-08-09,Bilaspur,Hubli,10,1048.44,2,12523.93,1222.16
Trailer trucks,2025-10-31,Bilaspur,Vellore,50,1063.15,3,23994.82,1605.23
Trailer trucks,2024-03-23,Hyderabad,Rajkot,50,971.49,1,23250.98,1640.91
Container trucks,2023-04-06,Nagpur,Kanpur,40,600.96,1,17204.07,1434.76
Light Commercial Vehicles,2025-11-04,Vijayawada,Thiruvananthapuram,10,970.67,3,11179.73,1086.1
Trailer trucks,2023-06-18,Mangalore,Surat,50,938.74,2,25206.49,1783.44
Container trucks,2024-08-15,Ahmedabad,Madurai,40,1565.23,2,26784.73,1443.99
Trailer trucks,2024-09-28,Pune,Indore,50,509.52,3,18582.42,1732.55
Trailer trucks,2023-05-26,Nanded,Nashik,50,382.53,1,17682.31,1809.55
Trailer trucks,2024-01-06,Dhanbad,Bilaspur,50,479.22,0,17567.38,1548.88
Medium Commercial Vehicles,2023-12-06,Bangalore,Ludhiana,20,1993.32,0,20491.34,811.66
Medium Commercial Vehicles,2024-08-03,Nanded,Hubli,20,478.52,2,10589.5,1489.24
Heavy Commercial Vehicles,2025-05-02,Lucknow,Gwalior,30,284.06,1,11048.11,1485.36
Trailer trucks,2025-02-14,Kozhikode,Warangal,50,849.34,0,20761.19,1473.88
Light Commercial Vehicles,2023-10-30,Chennai,Coimbatore,10,427.18,3,6419.48,1020.32
Heavy Commercial Vehicles,2025-10-12,Jabalpur,Jaipur,30,591.81,3,14231.27,1292.62
Trailer trucks,2024-07-24,Bhopal,Kanpur,50,460.3,2,21043.51,1833.98
Trailer trucks,2024-05-27,Visakhapatnam,Mumbai,50,1103.35,1,23588.67,1623.26
Trailer trucks,2023-09-18,Pune,Surat,50,312.39,3,17776.74,1693.15
Medium Commercial Vehicles,2023-05-10,Nanded,Vellore,20,715.25,1,12083.33,1271.2
Container trucks,2025-12-12,Bhavnagar,Solapur,40,601.08,0,15973.08,1389.3
Container trucks,2025-02-05,Nagpur,Lucknow,40,659.09,0,16846.12,1289.54
Medium Commercial Vehicles,2025-06-25,Ludhiana,Mangalore,20,1994.33,2,23827.24,1173.71
Medium Commercial Vehicles,2025-03-02,Indore,Mumbai,20,508.74,1,10227.78,1158.17
Container trucks,2024-10-26,Jamshedpur,Jabalpur,40,638.68,3,16805.65,1500.2
Trailer trucks,2023-03-24,Agra,Kozhikode,50,1777.48,1,29668.94,1388.68
Medium Commercial Vehicles,2023-06-28,Thiruvananthapuram,Agra,20,2067.68,2,25235.81,1149.9
Trailer trucks,2025-05-12,Udaipur,Madurai,50,1688.42,1,28716.56,1380.58
Light Commercial Vehicles,2024-07-15,Meerut,Raipur,10,943.39,2,11394.94,1093.98
Light Commercial Vehicles,2024-05-16,Ranchi,Thiruvananthapuram,10,1867.54,1,18092.5,773.17
Medium Commercial Vehicles,2023-11-28,Patna,Vijayawada,20,1108.84,3,14818.78,1051.34
Container trucks,2023-03-05,Tiruchirappalli,Gwalior,40,1708.61,1,25227.39,1225.99
Heavy Commercial Vehicles,2023-06-29,Allahabad,Lucknow,30,180.37,2,11403.17,1591.99
Medium Commercial Vehicles,2024-12-01,Kolkata,Jodhpur,20,1606.83,0,17793.71,864.24
Light Commercial Vehicles,2024-07-25,Pune,Mangalore,10,629.54,2,8531.07,1187.29
Trailer trucks,2023-09-03,Allahabad,Meerut,50,568.09,3,19653.34,1642.9
Light Commercial Vehicles,2023-02-14,Mumbai,Ahmedabad,10,438.11,0,6580.84,892.0
Heavy Commercial Vehicles,2025-06-09,Ludhiana,Surat,30,1119.54,2,19641.85,1439.47
Medium Commercial Vehicles,2024-10-11,Indore,Guwahati,20,1653.07,3,19508.26,1095.48
Trailer trucks,2025-05-14,Rajkot,Pune,50,526.34,1,19580.14,1752.65
Container trucks,2025-01-26,Madurai,Indore,40,1436.28,0,21831.69,1269.33
Medium Commercial Vehicles,2023-03-19,Vijayawada,Ahmedabad,20,1111.59,1,15263.91,1187.53
Light Commercial Vehicles,2023-04-16,Visakhapatnam,Udaipur,10,1247.58,1,12628.71,990.67
Heavy Commercial Vehicles,2025-03-01,Delhi,Lucknow,30,417.28,1,11904.92,1504.91
Trailer trucks,2025-03-12,Raipur,Lucknow,50,623.61,1,20441.45,1647.84
Medium Commercial Vehicles,2023-09-05,Nanded,Meerut,20,1091.28,3,14544.16,1133.97
Trailer trucks,2023-02-04,Hyderabad,Kanpur,50,1021.65,0,21999.58,1453.31
Medium Commercial Vehicles,2025-10-08,Raipur,Allahabad,20,463.95,3,10013.4,1162.86
Heavy Commercial Vehicles,2025-08-13,Meerut,Jaipur,30,297.3,2,12963.53,1551.35
Heavy Commercial Vehicles,2025-05-23,Delhi,Madurai,30,2071.08,1,25543.96,1146.55
Trailer trucks,2023-04-28,Vadodara,Hyderabad,50,778.13,1,20942.54,1565.93
Medium Commercial Vehicles,2025-12-16,Ludhiana,Warangal,20,1480.27,0,16812.3,815.18
Trailer trucks,2023-04-10,Hubli,Vellore,50,510.53,1,19156.17,1636.85
Container trucks,2024-09-03,Ludhiana,Madurai,40,2334.09,3,30230.17,1100.49
Medium Commercial Vehicles,2024-11-15,Rajkot,Amritsar,20,1109.69,3,15124.41,1085.6
Trailer trucks,2023-10-21,Hyderabad,Chennai,50,513.17,3,19494.52,1688.74
Heavy Commercial Vehicles,2025-01-14,Raipur,Mumbai,30,945.9,0,15890.18,1146.96
Light Commercial Vehicles,2025-09-24,Ahmedabad,Agra,10,715.71,3,8909.15,1124.21
Heavy Commercial Vehicles,2025-03-20,Raipur,Delhi,30,929.54,1,16907.6,1245.98
Trailer trucks,2023-02-11,Solapur,Udaipur,50,799.89,0,20759.2,1522.27
Container trucks,2025-08-28,Bangalore,Vellore,40,166.99,2,15097.79,1866.07
Container trucks,2024-07-04,Meerut,Bhopal,40,634.91,2,18317.48,1655.97
Heavy Commercial Vehicles,2023-02-11,Nanded,Mumbai,30,467.58,0,11679.69,1323.28
Heavy Commercial Vehicles,2023-01-14,Thiruvananthapuram,Indore,30,1575.1,0,20161.47,998.55
Heavy Commercial Vehicles,2024-08-13,Bilaspur,Mumbai,30,1021.16,2,19284.66,1370.19
Light Commercial Vehicles,2023-11-24,Nanded,Visakhapatnam,10,643.44,3,8356.1,1056.25
Medium Commercial Vehicles,2023-02-24,Jabalpur,Gwalior,20,382.69,0,8829.85,1127.53
Heavy Commercial Vehicles,2024-01-17,Nagpur,Bhavnagar,30,722.15,0,14360.99,1292.79
Container trucks,2025-06-14,Nashik,Kolkata,40,1538.31,2,27054.81,1478.57
Trailer trucks,2023-02-19,Guwahati,Dhanbad,50,595.5,0,18964.16,1579.78
Medium Commercial Vehicles,2025-10-06,Delhi,Tiruchirappalli,20,1979.34,3,21768.2,910.44
Light Commercial Vehicles,2023-03-09,Guwahati,Kolhapur,10,2089.75,1,19225.63,790.73
Trailer trucks,2024-07-13,Tiruchirappalli,Madurai,50,115.17,2,17441.53,1943.18
Container trucks,2024-06-19,Nashik,Kanpur,40,978.87,2,21980.13,1608.61
Heavy Commercial Vehicles,2023-06-01,Chennai,Jaipur,30,1600.87,2,23755.58,1409.43
Trailer trucks,2024-08-19,Dehradun,Delhi,50,204.92,2,18601.06,1821.11
Heavy Commercial Vehicles,2024-03-16,Udaipur,Dhanbad,30,1294.65,1,19334.78,1188.49
Light Commercial Vehicles,2024-02-18,Nanded,Pune,10,371.48,0,5906.28,878.54
Light Commercial Vehicles,2024-08-25,Pune,Kanpur,10,1101.79,2,13295.05,1080.14
Light Commercial Vehicles,2025-07-14,Dehradun,Dhanbad,10,1102.09,2,13229.81,1147.82
Medium Commercial Vehicles,2023-07-30,Delhi,Ahmedabad,20,774.37,2,13732.4,1301.56
Light Commercial Vehicles,2023-01-26,Lucknow,Jabalpur,10,417.4,0,6205.8,986.13
Medium Commercial Vehicles,2023-03-06,Indore,Dhanbad,20,1088.15,1,15101.98,1061.19
Light Commercial Vehicles,2023-08-07,Vijayawada,Ranchi,10,900.45,2,10786.85,1233.97
Medium Commercial Vehicles,2024-08-16,Nagpur,Agra,20,676.94,2,12795.12,1367.16
Container trucks,2023-09-06,Jodhpur,Hyderabad,40,1131.01,3,21406.02,1514.0
Light Commercial Vehicles,2024-10-05,Hubli,Vadodara,10,795.24,3,9421.95,954.54
Light Commercial Vehicles,2025-09-05,Solapur,Jhansi,10,905.3,3,10143.53,1041.95
Light Commercial Vehicles,2025-09-13,Indore,Patna,10,995.08,3,11129.01,1038.35
Container trucks,2025-06-18,Mumbai,Visakhapatnam,40,1103.35,2,23404.02,1498.8
Heavy Commercial Vehicles,2024-01-09,Gwalior,Rajkot,30,865.56,0,14628.28,1213.98
Medium Commercial Vehicles,2023-12-27,Vijayawada,Indore,20,851.62,0,12044.13,943.53
Light Commercial Vehicles,2025-04-26,Ludhiana,Thiruvananthapuram,10,2479.81,1,22602.57,690.93
Medium Commercial Vehicles,2025-03-07,Guwahati,Gwalior,20,1354.25,1,16928.03,1060.8
Heavy Commercial Vehicles,2023-05-14,Allahabad,Coimbatore,30,1677.17,1,22191.06,1194.09
Medium Commercial Vehicles,2025-03-30,Vadodara,Madurai,20,1468.08,1,17609.64,1035.75
Medium Commercial Vehicles,2025-08-24,Jaipur,Allahabad,20,627.34,2,11723.86,1354.05
Container trucks,2024-03-25,Vijayawada,Bhopal,40,820.74,1,18848.01,1421.02
Container trucks,2023-04-12,Nashik,Jabalpur,40,732.02,1,18061.37,1539.27
Light Commercial Vehicles,2025-03-06,Visakhapatnam,Mumbai,10,1103.35,1,12118.4,991.31
Trailer trucks,2024-06-20,Gwalior,Jamshedpur,50,896.17,2,24549.34,1675.55
Heavy Commercial Vehicles,2025-04-09,Allahabad,Udaipur,30,826.29,1,15528.4,1332.39
Container trucks,2025-12-10,Jodhpur,Madurai,40,1883.87,0,26003.54,1202.87
Heavy Commercial Vehicles,2024-09-06,Bilaspur,Amritsar,30,1280.72,3,19735.73,1184.15
Heavy Commercial Vehicles,2025-10-15,Kolkata,Jaipur,30,1359.15,3,19472.99,1299.4
Light Commercial Vehicles,2024-03-19,Raipur,Gwalior,10,652.68,1,8001.77,1079.32
Medium Commercial Vehicles,2023-06-17,Hubli,Rajkot,20,892.81,2,14345.1,1400.55
Container trucks,2024-01-23,Jabalpur,Surat,40,770.71,0,16782.21,1318.12
Light Commercial Vehicles,2023-08-14,Hubli,Vellore,10,510.53,2,8042.07,1261.9
Heavy Commercial Vehicles,2024-03-30,Jabalpur,Chennai,30,1118.18,1,17565.63,1301.82
Container trucks,2025-12-07,Surat,Jaipur,40,703.42,0,17021.61,1348.72
Medium Commercial Vehicles,2025-04-14,Kozhikode,Pune,20,829.68,1,12353.33,1279.53
Medium Commercial Vehicles,2023-10-30,Mumbai,Kolkata,20,1656.86,3,19572.16,1098.9
Trailer trucks,2025-12-09,Bhopal,Visakhapatnam,50,864.38,0,20377.54,1539.23
Trailer trucks,2024-12-23,Pune,Jamshedpur,50,1370.46,0,24410.41,1342.93
Heavy Commercial Vehicles,2025-03-19,Nashik,Amritsar,30,1293.71,1,19157.96,1235.28
Light Commercial Vehicles,2023-06-09,Dhanbad,Madurai,10,1770.81,2,19372.6,1032.22
Light Commercial Vehicles,2024-12-23,Jamshedpur,Bilaspur,10,425.76,0,5875.56,933.03
Light Commercial Vehicles,2025-10-17,Delhi,Mangalore,10,1755.3,3,16912.77,905.42
Trailer trucks,2023-02-20,Jaipur,Coimbatore,50,1763.86,0,27664.96,1289.08
Medium Commercial Vehicles,2023-10-28,Vadodara,Jabalpur,20,705.6,3,12061.94,1142.3
Medium Commercial Vehicles,2025-09-04,Dhanbad,Indore,20,1088.15,3,14837.49,1066.52
Medium Commercial Vehicles,2024-01-20,Surat,Coimbatore,20,1206.88,0,15170.58,977.7
Trailer trucks,2023-01-31,Visakhapatnam,Rajkot,50,1395.55,0,24587.13,1382.89
Medium Commercial Vehicles,2024-12-18,Allahabad,Jabalpur,20,313.02,0,8153.15,1121.35
Medium Commercial Vehicles,2024-05-14,Dhanbad,Surat,20,1428.72,1,17565.79,1066.08
Medium Commercial Vehicles,2025-02-16,Mangalore,Allahabad,20,1568.1,0,17215.88,798.35
Heavy Commercial Vehicles,2025-04-21,Warangal,Jabalpur,30,577.5,1,13834.99,1349.93
Light Commercial Vehicles,2024-10-20,Ludhiana,Agra,10,462.77,3,6483.19,1101.19
Heavy Commercial Vehicles,2023-04-24,Ranchi,Jodhpur,30,1282.39,1,19704.8,1332.5
Medium Commercial Vehicles,2023-03-10,Ranchi,Ahmedabad,20,1304.25,1,16197.86,1118.86
Container trucks,2025-02-20,Rajkot,Bhavnagar,40,151.6,0,12380.01,1510.98
Heavy Commercial Vehicles,2024-10-14,Nashik,Amritsar,30,1293.71,3,18859.56,1262.95
Medium Commercial Vehicles,2025-11-30,Solapur,Ranchi,20,1164.79,3,15329.02,1085.52
Medium Commercial Vehicles,2024-04-21,Thiruvananthapuram,Vijayawada,20,970.67,1,13996.53,1097.44
Heavy Commercial Vehicles,2025-05-24,Ludhiana,Raipur,30,1214.43,1,18598.69,1288.43
Container trucks,2024-03-16,Nanded,Visakhapatnam,40,643.44,1,16931.31,1476.36
Light Commercial Vehicles,2025-04-09,Guwahati,Meerut,10,1419.82,1,14040.25,883.0
Container trucks,2025-05-17,Bhopal,Allahabad,40,510.35,1,15899.87,1544.97
Heavy Commercial Vehicles,2023-07-12,Jhansi,Hubli,30,1172.64,2,20386.18,1497.72
Medium Commercial Vehicles,2023-03-28,Vellore,Amritsar,20,2118.17,1,22463.5,1005.48
Trailer trucks,2025-08-23,Kolkata,Mumbai,50,1656.86,2,30840.69,1675.3
Light Commercial Vehicles,2024-08-13,Chennai,Vijayawada,10,380.97,2,6915.71,1286.34
Light Commercial Vehicles,2025-12-29,Rajkot,Dehradun,10,1143.54,0,11324.98,881.2
Light Commercial Vehicles,2023-01-01,Nanded,Bilaspur,10,598.65,0,7887.38,878.72
Container trucks,2024-09-24,Lucknow,Jaipur,40,512.61,3,16479.43,1464.8
Light Commercial Vehicles,2024-05-19,Jodhpur,Jabalpur,10,781.45,1,9299.82,991.55
Medium Commercial Vehicles,2024-03-21,Bilaspur,Pune,20,950.5,1,13690.85,1210.1
Heavy Commercial Vehicles,2024-12-04,Tiruchirappalli,Amritsar,30,2341.48,0,26261.63,783.74
Heavy Commercial Vehicles,2023-06-14,Surat,Jabalpur,30,770.71,2,16428.77,1488.17
Trailer trucks,2024-12-11,Dhanbad,Madurai,50,1770.81,0,27902.12,1357.74
Trailer trucks,2025-08-18,Nanded,Solapur,50,221.62,2,18373.2,1931.02
Light Commercial Vehicles,2024-08-22,Kozhikode,Nagpur,10,1149.7,2,13448.02,1145.95
Light Commercial Vehicles,2025-06-23,Dhanbad,Chennai,10,1351.98,2,15626.53,1062.25
Trailer trucks,2023-06-07,Dehradun,Raipur,50,1066.92,2,25973.92,1654.13
Heavy Commercial Vehicles,2024-09-22,Bhavnagar,Vellore,30,1228.0,3,19012.77,1353.13
Container trucks,2025-12-10,Warangal,Delhi,40,1202.78,0,20989.1,1187.35
Medium Commercial Vehicles,2024-07-07,Thiruvananthapuram,Chennai,20,622.2,2,11701.46,1279.68
Trailer trucks,2025-02-19,Mangalore,Raipur,50,1170.45,0,22957.07,1424.42
Light Commercial Vehicles,2023-01-31,Kanpur,Tiruchirappalli,10,1741.8,0,15685.06,709.28
Heavy Commercial Vehicles,2025-01-27,Meerut,Visakhapatnam,30,1371.75,0,19442.36,1070.7
Trailer trucks,2024-11-24,Bhavnagar,Solapur,50,601.08,3,20046.23,1600.12
Light Commercial Vehicles,2023-08-12,Kolkata,Meerut,10,1282.46,2,14088.11,1045.22
Light Commercial Vehicles,2023-05-26,Ahmedabad,Mumbai,10,438.11,1,6532.05,1177.13
Heavy Commercial Vehicles,2023-12-20,Delhi,Ludhiana,30,285.14,0,11135.07,1366.56
Light Commercial Vehicles,2025-07-26,Mumbai,Gwalior,10,960.37,2,11755.87,1128.98
Light Commercial Vehicles,2025-04-19,Rajkot,Surat,10,244.56,1,4926.01,1166.33
Medium Commercial Vehicles,2025-12-13,Nanded,Rajkot,20,763.98,0,11646.57,1111.87
Light Commercial Vehicles,2023-04-03,Udaipur,Patna,10,1157.56,1,11899.93,979.44
Heavy Commercial Vehicles,2025-05-29,Visakhapatnam,Ahmedabad,30,1258.2,1,18852.55,1223.39
Heavy Commercial Vehicles,2025-02-14,Surat,Amritsar,30,1177.01,0,17880.64,1184.53
Heavy Commercial Vehicles,2023-03-25,Bhopal,Coimbatore,30,1355.86,1,19829.9,1242.75
Trailer trucks,2023-09-02,Indore,Coimbatore,50,1300.41,3,25900.52,1562.94
Light Commercial Vehicles,2025-02-04,Bangalore,Hyderabad,10,497.66,0,6461.68,1016.0
Container trucks,2023-12-08,Chennai,Hubli,40,610.12,0,15643.35,1426.68
Trailer trucks,2023-10-06,Kolhapur,Indore,50,686.97,3,20768.98,1616.76
Light Commercial Vehicles,2025-07-02,Warangal,Amritsar,10,1585.66,2,17383.27,1036.77
Container trucks,2024-09-29,Kolkata,Patna,40,468.6,3,15983.54,1553.57
Medium Commercial Vehicles,2023-02-09,Allahabad,Kanpur,20,188.76,0,6883.99,1186.26
